miRNA,SRR12344554_trim_joined isomir+miRNA Entropy,SRR12344554_trim_joined Canonical Sequence,SRR12344554_trim_joined Canonical RPM,SRR12344554_trim_joined Top Isomir RPM
Hsa-Mir-92-P1a_3p,0.09029023780750456,89.93153000845308,45712.702054706235,2254.9348182904087
Hsa-Mir-92-P1b_3p,0.21198348156916408,57.65183300089414,18007.68259042512,8246.109292153275
Hsa-Mir-486_5p,0.12509337998093883,77.84727717851058,343209.8447154262,63406.2921618672
Hsa-Mir-101-P2-v1_3p,0.1802389251857437,68.65626420239357,1947.287461221824,865.5804480651731
Hsa-Mir-92-P3_3p,0.5273627815263259,35.966287730301836,394.2268856290873,108.27812008559128
Hsa-Let-7-P10_5p,0.06115682929074002,94.53793794629809,9727.414129435321,413.9919392955047
Hsa-Mir-140-v1_3p,0.2936859503575272,53.30204492122025,341.5916883652582,229.231655022472
Hsa-Mir-143_3p,0.15244950955884834,81.13344820984109,4551.977794391881,728.2992600995127
Hsa-Mir-192-P1_5p,0.07685423989952515,93.49376321107525,8647.210979057636,197.22086158446982
Hsa-Mir-101-P1-v2_3p,0.31784156261574587,54.604530263646495,631.8372047058015,333.64269939072074
Hsa-Mir-744_5p,0.1456487251685568,90.53301511535402,244.48512035198982,7.734151434685091
Hsa-Mir-92-P2_3p,0.03976305070842555,97.28858375469684,18022.721218214785,108.49295762544364
Hsa-Mir-28-P1_3p,0.31652554489608603,54.79106628242076,653.5357962308902,328.0569233545593
Hsa-Mir-103-P1_3p,0.3337660686196811,69.98502994011977,200.87309976196002,22.128266604793456
Hsa-Mir-28-P2_3p,0.28071904757455235,67.28680993241704,1903.6754406317943,210.11111397561166
Hsa-Mir-148-P2_3p,0.3806411204641514,39.329556185080264,178.9596706970189,191.420248008456
Hsa-Mir-1294_5p,0.2490409211402652,80.48780487804879,14.179277630256001,1.2890252391141819
Hsa-Mir-148-P3_3p,0.5552662384924407,41.262135922330096,18.26119088745091,11.17155207232291
Hsa-Mir-3130_5p,0.4537648668762275,14.666666666666664,2.363212938376,8.163826514389818
Hsa-Mir-30-P1c_5p,0.06539696361778133,94.9594759631398,5512.516435071799,79.27505220552219
Hsa-Mir-150_5p,0.2388503457492163,77.83551739719837,740.1153247913927,115.58259644057163
