miRNA,SRR12344556_trim_joined isomir+miRNA Entropy,SRR12344556_trim_joined Canonical Sequence,SRR12344556_trim_joined Canonical RPM,SRR12344556_trim_joined Top Isomir RPM
Hsa-Mir-486_5p,0.12456882213735855,79.08770025678294,359224.5345046764,62128.704644844314
Hsa-Mir-92-P1b_3p,0.23170518364088405,55.266222679526464,16921.374703309913,7802.568498367339
Hsa-Mir-28-P2_3p,0.312781833484553,66.20724859622257,1796.0655501610506,231.605214544669
Hsa-Mir-144-v1_3p*,0.029846188434894054,98.34945930563461,1794.6807656196775,9.001099518925852
Hsa-Mir-154-P23_5p*,0.3573602348300879,59.99999999999999,3.1157652180897175,0.6923922706866039
Hsa-Mir-92-P1a_3p,0.09808791819319573,88.88140251631066,46125.44209246484,2664.671653737395
Hsa-Mir-101-P2-v1_3p,0.21024788522811014,67.5070910809959,1483.1042438107056,697.9314088520968
Hsa-Let-7-P4_5p,0.05914401551724999,96.19105199516325,550.7980513311934,4.154353624119624
Hsa-Mir-192-P1_5p,0.0768416099988367,93.36691233658013,17455.209144009285,398.47175178014055
Hsa-Mir-143_3p,0.15628378773077145,81.71435441211828,7059.28539578527,1019.201422450681
Hsa-Mir-942-v1_5p,0.5116245249738729,58.75,32.54243672227038,18.694591308538307
Hsa-Mir-362-P3_3p,0.06055718911193835,92.48554913294797,110.78276330985662,1.038588406029906
Hsa-Mir-192-P2_5p,0.19205955716196507,85.32477947072975,368.3526880052733,14.540237684418683
Hsa-Mir-191-v1_5p,0.02126004117025665,98.69299791043554,8339.172508149457,59.54573527904794
Hsa-Mir-28-P1_3p,0.32676465435774654,52.923511747041154,1037.2036214885327,593.0339798430763
Hsa-Let-7-P1_5p,0.37751539880580004,4.4491525423728815,7.2701188422093415,103.51264446764729
Hsa-Mir-181-P1a_5p,0.03656104153113904,97.48363461653955,5619.455668892478,78.93271885827285
Hsa-Mir-30-P1c_5p,0.07930378706639565,93.91681820848243,5542.600126846264,98.31970243749775
Hsa-Mir-423_5p,0.03709065620327905,97.47809956788866,31473.036860194923,178.2910097018005
Hsa-Mir-92-P3_3p,0.5517415400609315,36.993797883983945,351.0428812381082,113.20613625725974
Hsa-Mir-92-P2_3p,0.04717292048763576,96.67712899795077,12902.729964244863,133.28551210717126
Hsa-Mir-101-P1-v1_3p,0.25017779911478016,80.2037845705968,190.75407057415939,28.388083098150762
Hsa-Let-7-P12_5p,0.11461664711563105,87.41990429069673,3731.3019467301083,417.8587353593655
Hsa-Mir-451_5p,0.015971298452412276,99.05395843706596,39256.56457111838,57.12236233164482
Hsa-Mir-148-P2_3p,0.3183070218617734,73.95833333333333,172.05947926562106,37.73537875241991
Hsa-Mir-30-P1b_5p,0.05307813570518197,96.57625611382836,7519.380059656519,38.08157488776322
Hsa-Mir-92-P3_5p*,0.6560604181512656,11.764705882352942,0.6923922706866039,0.6923922706866039
Hsa-Mir-423_3p,0.13871001361408225,86.65201867618786,2184.4976140162353,125.66919712961861
Hsa-Mir-130-P1a_3p,0.07300330620045664,95.68612867236892,890.7626562383159,15.92502222579189
Hsa-Mir-375_3p,0.20641591420617048,74.55645161290323,640.1166542497654,197.33179714568212
Hsa-Mir-10-P3a_5p,0.11353951834922238,93.12581063553826,745.7064755294724,17.3098067671651
Hsa-Mir-1307_5p,0.0676449149853724,95.3216374269006,451.43976048766575,3.8081574887763217
Hsa-Let-7-P10_5p,0.08770923777438824,93.12703026158317,3771.4606984299317,192.4850512508759
Hsa-Mir-378_3p,0.369788175570113,50.71713147410359,881.4153605840468,329.57872084682344
Hsa-Mir-96-P3-v2_5p,0.306288699951389,75.25773195876288,50.544635760122084,11.078276330985663
Hsa-Mir-324_3p*,0.40822252659431396,65.87301587301587,28.734279233494064,3.4619613534330194
Hsa-Mir-103-P1_3p,0.3139801647156134,69.92805755395683,168.25132177684475,27.00329855677755
Hsa-Mir-126-v1_3p,0.09314279198177047,94.472049689441,526.5643218571623,8.65490338358255
Hsa-Mir-126-v2_5p*,0.3440280524712727,37.64779091474797,209.44866188269768,280.41886962807456
