miRNA,SRR12344553_trim_joined isomir+miRNA Entropy,SRR12344553_trim_joined Canonical Sequence,SRR12344553_trim_joined Canonical RPM,SRR12344553_trim_joined Top Isomir RPM
Hsa-Mir-199-P2-v2_3p,0.3357394863017602,2.2988505747126435,0.5165513379712756,15.754815808123906
Hsa-Mir-486_5p,0.11351578562299527,81.86679125785184,333986.5985920877,46635.02961905372
Hsa-Let-7-P10_5p,0.06495419122764179,94.25775809734671,6817.18628287591,317.42079718334884
Hsa-Mir-101-P2-v2_3p,0.19893779344426005,81.36302746148694,1254.961475601214,129.1378344928189
Hsa-Mir-92-P4_3p,0.041347287507189835,97.30477556876409,2452.327477018631,16.27136714609518
Hsa-Mir-92-P1b_3p,0.210619022691701,58.474638157414304,20681.16591835596,9335.115779816893
Hsa-Mir-23-P2_3p,0.2174401944177022,81.6,79.03235470960517,11.364129435368064
Hsa-Mir-223_3p,0.14364579722573984,87.46343501880484,3243.4258511216394,133.52852086557473
Hsa-Mir-451_5p,0.016765837097510956,98.96580185773772,82993.78692050689,130.94576417571838
Hsa-Mir-17-P5_5p,0.03849424598233011,97.49602171674623,5380.140460639821,53.721339149012664
Hsa-Mir-92-P1a_3p,0.09659333836556748,88.56230881766193,48156.015033710144,3146.3141995830397
Hsa-Mir-181-P1b_5p,0.18846493634562314,76.97069226882263,1573.6736511294912,344.53974242684086
Hsa-Mir-30-P1b_5p,0.05101347421155061,96.51225638253902,7840.216207728021,58.11202552176851
Hsa-Mir-423_5p,0.03806088440162443,97.33843020971027,21110.936631548062,107.9592296359966
Hsa-Mir-101-P2-v1_3p,0.16730992019712412,70.83804782379121,2425.4668074441247,973.9575477448402
Hsa-Mir-30-P1a_3p*,0.4318623058235336,73.58490566037736,10.072751090439874,1.5496540139138268
Hsa-Mir-143_3p,0.16143358903475447,81.64979237624225,4519.824207248662,624.7688432762578
Hsa-Mir-101-P1-v2_3p,0.3103041985534692,55.23418548236611,764.4959801974879,415.04900005991993
Hsa-Mir-423_3p,0.142735812560905,86.42818863879958,1666.1363406263495,95.56199752468599
Hsa-Mir-192-P1_5p,0.07554975082742518,93.8750576928298,8930.3978065164,176.9188332551619
Hsa-Mir-127_3p,0.503975526907329,38.45528455284553,122.16439143020668,48.81410143828555
Hsa-Mir-148-P1_3p,0.04830207925738377,96.3504797860626,6327.753890148127,138.43575857630185
Hsa-Mir-28-P2_3p,0.2970440823776646,66.67067452206324,1432.1385845253617,173.04469822037734
Hsa-Mir-30-P1c_5p,0.059548414325664614,95.67567567567568,5988.637936769984,58.37030119075415
Hsa-Mir-26-P3_5p,0.12517863661392578,89.44894950239586,2507.081918843586,108.73405664295352
Hsa-Mir-95-P2_3p,0.35078447665532625,65.86021505376344,126.55507780296253,36.41686932697493
Hsa-Mir-15-P2a_5p,0.12006258411773696,92.1115065243179,2807.7147975428684,55.52926883191213
Hsa-Mir-221-P1_3p,0.1595462652609331,82.62867647058823,464.3796528361768,68.18477661220838
Hsa-Mir-378_3p,0.386258146755096,49.32952924393723,446.55863167616775,151.0912663565981
Hsa-Mir-34-P3a_5p,0.3812338851926885,20.0,0.5165513379712756,0.7748270069569134
Hsa-Mir-28-P1_3p,0.3091609185595507,54.19411506368028,637.4243510565541,335.75836968132916
Hsa-Mir-221-P2_3p,0.07896381809619515,94.04990403071017,632.7753890148126,8.006545738554772
Hsa-Mir-15-P1b_3p*,0.08869665552646948,95.64270152505446,113.383018684695,1.291378344928189
Hsa-Let-7-P12_5p,0.09961405584424195,88.19503849443969,5059.362079759659,520.4254730060602
Hsa-Mir-140-v1_3p,0.31791376763471413,51.0211800302572,348.4138774616254,253.88498261288197
Hsa-Mir-3619_3p*,0.47497100661002795,6.25,0.2582756689856378,0.7748270069569134
Hsa-Mir-22-P1a_3p,0.015541119541055201,99.10546801009404,41891.5386824635,86.52234911018867
Hsa-Mir-15-P2b_5p,0.010955014923103685,99.46803313081614,89389.9838629362,119.83991040933594
Hsa-Mir-92-P3_3p,0.5463725339457283,37.20799324514495,341.44043439901316,80.84028439250463
Hsa-Mir-338-P1_5p*,0.4683151019476931,70.0,9.039648414497323,1.0331026759425512
Hsa-Mir-148-P2_3p,0.38845530956094926,42.3905489923558,157.54815808123905,158.83953642616726
